"anem_table_id","sample_id","size","anem_id","old_anem_id"
2963,"APCL13_161",8.4,89,NA
2964,"APCL13_162",8.5,90,NA
2967,"APCL13_168",6.5,91,NA
2970,"APCL13_164",9.6,92,NA
2971,"APCL13_167",2.9,93,NA
2972,"APCL13_169",7.4,94,NA
2974,"APCL13_172",4.1,95,NA
2976,"APCL13_174",3.9,97,NA
2978,"APCL13_176",10.3,98,NA
2980,"APCL13_178",8.9,99,NA
2983,"APCL13_180",8.7,100,NA
2984,"APCL13_182",7.4,101,NA
2986,"APCL13_184",5.5,102,NA
2987,"APCL13_185",3.1,103,NA
2988,"APCL13_186",2.6,104,NA
2989,"APCL13_187",10.1,105,NA
2990,"APCL13_191",3.3,107,NA
2993,"APCL13_192",9.2,106,NA
2994,"APCL13_196",7.6,108,NA
2995,"APCL13_197",3.3,109,NA
2997,"APCL13_199",4,110,NA
2998,"APCL13_200",8.4,111,NA
3000,"APCL13_202",8.4,112,NA
3002,"APCL13_205",10.3,113,NA
3004,"APCL13_207",8.7,114,NA
3005,"APCL13_209",8.3,115,NA
3006,"APCL13_211",7.6,116,NA
3007,"APCL13_213",5.4,117,NA
3009,"APCL13_214",4.7,118,NA
3012,"APCL13_217",8.6,119,NA
3014,"APCL13_219",9,120,NA
3015,"APCL13_222",6.9,121,NA
3016,"APCL13_224",4.6,122,NA
3018,"APCL13_225",7.9,123,NA
3019,"APCL13_227",4,124,NA
3023,"APCL13_228",6.5,125,NA
3024,"APCL13_230",3.4,126,NA
3025,"APCL13_231",5.9,127,NA
3026,"APCL13_232",4.1,128,NA
3032,"APCL13_234",5.4,129,NA
3035,"APCL13_236",9.2,131,NA
3036,"APCL13_237",4.7,130,NA
3038,"APCL13_240",4.2,132,NA
3042,"APCL13_241",9.6,133,NA
3045,"APCL13_245",3.8,135,NA
3046,"APCL13_243",7.9,134,NA
3047,"APCL13_248",4.7,136,NA
3048,"APCL13_249",2.6,137,NA
3050,"APCL13_252",7.5,138,NA
3051,"APCL13_253",2.8,139,NA
3052,"APCL13_254",7.8,140,NA
3053,"APCL13_256",8.1,141,NA
3055,"APCL13_258",4.7,142,NA
3056,"APCL13_259",6.2,143,NA
3058,"APCL13_261",6,144,NA
3059,"APCL13_262",7.9,145,NA
3060,"APCL13_263",2.9,146,NA
3063,"APCL13_266",3.2,148,NA
3064,"APCL13_264",8.2,147,NA
3065,"APCL13_267",8.3,149,NA
3066,"APCL13_269",5.8,150,NA
3067,"APCL13_318",6.8,151,NA
3068,"APCL13_270",6.7,152,NA
3069,"APCL13_273",7.7,153,NA
3075,"APCL13_274",5,154,NA
3092,"APCL13_276",6.9,156,NA
3093,"APCL13_277",8.8,157,NA
3105,"APCL13_278",9.7,158,NA
3111,"APCL13_279",7.6,159,NA
3118,"APCL13_281",3,160,NA
3120,"APCL13_282",10,161,NA
3133,"APCL13_284",9.2,162,NA
3134,"APCL13_286",4.2,163,NA
3136,"APCL13_287",5.4,154,NA
3191,"APCL13_288",8.3,165,NA
3197,"APCL13_290",6.2,166,NA
3198,"APCL13_293",10.2,167,NA
3199,"APCL13_294",5.4,168,NA
3200,"APCL13_295",9,169,NA
3234,"APCL13_296",9.7,170,NA
3235,"APCL13_297",6.3,171,NA
3236,"APCL13_301",6.7,172,NA
3237,"APCL13_302",8.2,173,NA
3259,"APCL13_305",7.6,175,NA
3261,"APCL13_307",8,177,NA
3262,"APCL13_308",9.5,178,NA
3263,"APCL13_309",7,179,NA
3264,"APCL13_310",8,180,NA
3292,"APCL13_313",4.9,181,NA
3310,"APCL13_316",5.7,183,NA
3311,"APCL13_315",7.9,182,NA
3312,"APCL13_317",7.8,184,NA
3314,"APCL13_319",9.9,185,NA
3317,"APCL13_320",5,186,NA
3320,"APCL13_321",3.5,188,NA
3327,"APCL13_323",4.6,189,NA
3328,"APCL13_324",5.7,190,NA
3329,"APCL13_326",7,191,NA
3333,"APCL13_327",3.9,192,NA
3336,"APCL13_329",9.1,193,NA
3342,"APCL13_331",7.1,194,NA
3345,"APCL13_333",6.9,195,NA
3346,"APCL13_334",8.9,196,NA
3348,"APCL13_336",4,197,NA
3349,"APCL13_337",8.9,198,NA
3350,"APCL13_339",7.4,200,NA
3353,"APCL13_341",5.3,199,NA
3354,"APCL13_345",2.4,202,NA
3355,"APCL13_343",7.5,201,NA
3357,"APCL13_346",5.8,203,NA
3358,"APCL13_347",6.8,204,NA
3359,"APCL13_354",8.2,207,NA
3360,"APCL13_350",7.4,205,NA
3362,"APCL13_352",6.7,206,NA
3364,"APCL13_356",9.5,208,NA
3370,"APCL13_358",4.4,209,NA
3371,"APCL13_360",7,210,NA
3373,"APCL13_361",3.4,211,NA
3374,"APCL13_362",3.8,212,NA
3378,"APCL13_363",6.9,213,NA
3380,"APCL13_365",8.2,214,NA
3382,"APCL13_368",8.3,215,NA
3385,"APCL13_375",9.2,216,NA
3392,"APCL13_379",8.5,217,NA
3394,"APCL13_378",6,218,NA
3395,"APCL13_380",4,219,NA
3396,"APCL13_381",10.5,220,NA
3397,"APCL13_383",6.1,221,NA
3398,"APCL13_385",7.7,222,NA
3400,"APCL13_387",7.6,223,NA
3401,"APCL13_389",5,224,NA
3402,"APCL13_391",7.6,225,NA
3404,"APCL13_392",9.2,226,NA
3405,"APCL13_395",6.4,228,NA
3407,"APCL13_394",7.6,227,NA
3408,"APCL13_396",3.7,229,NA
3411,"APCL13_397",8.8,230,NA
3419,"APCL13_399",4.9,231,NA
3423,"APCL13_400",9,232,NA
3424,"APCL13_403",3.9,233,NA
3425,"APCL13_404",4.1,234,NA
3433,"APCL13_405",7.6,235,NA
3434,"APCL13_407",7,236,NA
3437,"APCL13_408",7,237,NA
3439,"APCL13_409",2.8,238,NA
3448,"APCL13_410",5,239,NA
3450,"APCL13_411",7.9,240,NA
3451,"APCL13_413",3.6,241,NA
3452,"APCL13_414",8.3,242,NA
3456,"APCL13_416",6.6,243,NA
3463,"APCL13_418",3.5,245,NA
3464,"APCL13_420",7.1,246,NA
3467,"APCL13_422",3.5,247,NA
3469,"APCL13_424",5.1,248,NA
3476,"APCL13_425",4.5,249,NA
3477,"APCL13_426",5.9,250,NA
3483,"APCL13_427",7.1,251,NA
3484,"APOC13_429",7.8,NA,NA
3485,"APPE13_431",8.9,NA,NA
3486,"APPE13_432",9.3,NA,NA
3496,"APCL13_433",10,252,NA
3499,"APCL13_437",8.3,253,NA
3503,"APCL13_441",5.6,254,NA
3504,"APCL13_444",5,255,NA
3506,"APCL13_446",2.9,256,NA
3510,"APCL13_450",7.7,257,NA
3511,"APCL13_452",4.7,258,NA
3512,"APCL13_454",2.5,259,NA
3514,"APCL13_455",2.5,259,NA
3515,"APCL13_456",6.3,260,NA
3516,"APCL13_459",10,261,NA
3518,"APCL13_460",7.1,262,NA
3519,"APCL13_461",10.4,NA,NA
3522,"APCL13_463",4.9,263,NA
3523,"APCL13_464",4,264,NA
3525,"APCL13_465",7.1,265,NA
3526,"APCL13_466",5.8,266,NA
3529,"APCL13_468",4.7,267,NA
3530,"APCL13_469",9.7,268,NA
3534,"APCL13_470",7.5,269,NA
3540,"APCL13_472",8.9,270,NA
3541,"APCL13_474",7.4,271,NA
3542,"APCL13_476",5,272,NA
3543,"APCL13_477",3.1,273,NA
3544,"APCL13_478",8.6,274,NA
3546,"APCL13_483",4.3,275,NA
3549,"APCL13_484",10.5,276,NA
3553,"APCL13_488",5.4,277,NA
3554,"APCL13_491",7.7,278,NA
3555,"APCL13_493",7.4,279,NA
3557,"APCL13_496",9.2,280,NA
3567,"APCL13_498",7.6,281,NA
3568,"APCL13_499",7.1,282,NA
3569,"APCL13_501",8.5,NA,NA
3570,"APCL13_502",6.3,283,NA
3572,"APCL13_503",9.6,NA,NA
3573,"APCL13_504",8.6,284,NA
3574,"APCL13_506",9.7,285,NA
3576,"APCL13_508",6.5,286,NA
3578,"APCL13_510",10.4,287,NA
3579,"APCL13_513",7.9,288,NA
3580,"APCL13_516",8.1,289,NA
3581,"APCL13_519",4.5,290,NA
3582,"APCL13_520",8.1,291,NA
3584,"APCL13_524",7,292,NA
3585,"APCL13_527",2.5,293,NA
3586,"APCL13_530",6.5,294,NA
3588,"APCL13_531",3.9,295,NA
3591,"APCL13_533",3.4,297,NA
3593,"APCL13_534",6.2,298,NA
3594,"APCL13_535",6.7,299,NA
3597,"APCL13_537",7.4,300,NA
3598,"APCL13_540",8.5,301,NA
3599,"APCL13_546",9.7,302,NA
3601,"APCL13_547",8.4,303,NA
3602,"APCL13_550",4.2,304,NA
3603,"APCL13_551",6.3,305,NA
3604,"APCL13_553",8.3,306,NA
3605,"APCL13_556",5.5,307,NA
3609,"APCL13_559",6.8,308,NA
3610,"APCL13_560",7.4,309,NA
3611,"APCL13_562",7.2,310,NA
3612,"APCL13_565",9.6,311,NA
3614,"APCL13_567",7.1,312,NA
3615,"APCL13_568",9.4,313,NA
3616,"APCL13_570",9.2,314,NA
3618,"APCL13_572",3,315,NA
3620,"APCL13_573",5.7,316,NA
3621,"APCL13_576",9.6,317,NA
3623,"APCL13_579",6.7,318,NA
3627,"APCL13_583",9.5,319,NA
3628,"APCL13_584",8.2,320,NA
3630,"APCL13_587",9.1,321,NA
3633,"APCL13_588",10.1,322,NA
3634,"APCL13_592",9.3,323,NA
3638,"APCL13_595",9.7,324,NA
3639,"APCL13_597",7.5,NA,NA
3640,"APCL13_600",3.4,325,NA
3641,"APCL13_606",7.8,326,NA
3644,"APCL13_602",8.2,327,NA
3646,"APCL13_603",7,329,NA
3650,"APCL13_607",3.3,330,NA
3654,"APCL13_608",3.3,332,NA
3661,"APCL13_609",4.2,333,NA
3662,"APCL13_610",8.3,334,NA
3663,"APCL13_611",3.4,335,NA
3667,"APCL13_612",5.4,336,NA
3670,"APCL13_613",5.9,337,NA
3673,"APCL13_614",8.5,338,NA
3675,"APCL13_615",5.3,339,NA
3677,"APCL13_616",3.9,340,NA
3685,"APCL13_617",4.3,341,NA
3690,"APCL13_619",7.8,343,NA
3692,"APCL13_618",8,342,NA
3703,"APCL13_620",9.7,344,NA
3705,"APCL13_621",7.8,176,NA
3706,"APCL13_622",8.7,178,NA
3707,"APCL13_623",2.7,346,NA
3708,"APCL13_625",2.8,347,NA
3709,"APCL13_626",4.9,180,NA
3710,"APCL13_627",2.5,348,NA
3711,"APCL13_628",4.7,349,NA
3712,"APCL13_631",8.2,350,NA
3716,"APCL13_632",5.3,351,NA
3717,"APCL13_634",10.5,352,NA
3718,"APCL13_636",3.1,353,NA
3721,"APCL13_637",3.9,354,NA
3723,"APCL13_638",4,355,NA
3727,"APCL13_639",5.8,356,NA
3732,"APCL13_640",6.5,123,NA
3733,"APCL13_641",4.5,357,NA
3734,"APCL13_642",4,358,NA
3735,"APCL13_643",8,112,NA
3736,"APCL13_644",7.4,359,NA
3740,"APCL13_646",4,360,NA
3748,"APCL13_647",5.2,361,NA
3749,"APCL13_648",2.8,362,NA
3751,"APCL13_649",2.2,363,NA
3757,"APCL13_650",5.5,364,NA
3758,"APCL13_651",7.7,NA,NA
3768,"APCL13_653",3.6,365,NA
3769,"APCL13_656",5.4,366,NA
3780,"APCL13_658",7.5,367,NA
3816,"APCL13_659",2.7,368,NA
3817,"APCL13_660",7.3,369,NA
3818,"APCL13_662",3.5,370,NA
3834,"APCL13_663",4,371,NA
3835,"APCL13_664",3,372,NA
3851,"APCL13_665",5.6,373,NA
3852,"APCL13_666",3,374,NA
2783,"APCL13_003",9.6,2,NA
2792,"APCL13_008",4,5,NA
2793,"APCL13_010",5,6,NA
2795,"APCL13_012",10.9,7,NA
2797,"APCL13_014",11.2,8,NA
2802,"APCL13_019",4.1,10,NA
2804,"APCL13_021",10.6,15,NA
2809,"APCL13_024",11.2,12,NA
2814,"APCL13_028",9,16,NA
2816,"APCL13_030",6.8,17,NA
2817,"APCL13_032",3.7,18,NA
2820,"APCL13_035",4.8,20,NA
2825,"APCL13_037",4.6,21,NA
2828,"APCL13_040",7.3,23,NA
2831,"APCL13_043",7.6,25,NA
2835,"APCL13_045",8.9,26,NA
2839,"APCL13_050",9.1,31,NA
2843,"APCL13_055",6.5,33,NA
2846,"APCL13_058",6.7,35,NA
2850,"APCL13_063",10.5,37,NA
2852,"APCL13_070",9.3,38,NA
2853,"APCL13_066",2.5,39,NA
2854,"APCL13_068",3.5,40,NA
2861,"APCL13_073",8.9,42,NA
2866,"APCL13_078",2.7,44,NA
2868,"APCL13_080",9.5,45,NA
2879,"APCL13_085",6.5,48,NA
2882,"APCL13_088",10.9,50,NA
2883,"APCL13_090",10.3,51,NA
2884,"APCL13_092",7,52,NA
2885,"APCL13_094",4.1,53,NA
2886,"APCL13_096",5.2,54,NA
2889,"APCL13_099",4.2,55,NA
2893,"APCL13_103",10.2,58,NA
2902,"APCL13_107",5,61,NA
2904,"APCL13_111",10.5,63,NA
2905,"APCL13_115",3.8,64,NA
2906,"APCL13_118",12.5,65,NA
2907,"APCL13_120",11.1,NA,NA
2913,"APCL13_122",5.9,66,NA
2914,"APCL13_124",5.7,67,NA
2915,"APCL13_127",11.2,68,NA
2927,"APCL13_133",6.3,73,NA
2933,"APCL13_137",10.6,75,NA
2935,"APCL13_139",12.4,76,NA
2940,"APCL13_141",3.3,77,NA
2948,"APCL13_145",9.6,80,NA
2951,"APCL13_148",11.2,82,NA
2955,"APCL13_151",2.5,85,NA
2961,"APCL13_156",8.2,87,NA
2964,"APCL13_163",8.2,90,NA
2970,"APCL13_165",4.9,92,NA
2971,"APCL13_170",7.3,93,NA
2972,"APCL13_171",4,94,NA
2975,"APCL13_173",4.9,96,NA
2978,"APCL13_177",10.7,98,NA
2980,"APCL13_179",7,99,NA
2983,"APCL13_181",4.2,100,NA
2984,"APCL13_183",3.2,101,NA
2989,"APCL13_188",5.3,105,NA
2990,"APCL13_190",8.7,107,NA
2993,"APCL13_193",9.3,106,NA
2998,"APCL13_201",2.7,111,NA
3000,"APCL13_203",10.8,112,NA
3002,"APCL13_206",10.2,113,NA
3004,"APCL13_208",8.8,114,NA
3005,"APCL13_210",8.8,115,NA
3006,"APCL13_212",2.8,116,NA
3009,"APCL13_215",2.8,118,NA
3012,"APCL13_218",8.8,119,NA
3014,"APCL13_220",8.2,120,NA
3015,"APCL13_223",2.5,121,NA
3018,"APCL13_226",6.2,123,NA
3023,"APCL13_229",3.4,125,NA
3026,"APCL13_233",7,128,NA
3032,"APCL13_235",2.1,129,NA
3036,"APCL13_238",3.4,130,NA
3042,"APCL13_242",9.1,133,NA
3045,"APCL13_246",5.3,135,NA
3046,"APCL13_244",8.7,134,NA
3047,"APCL13_251",6.6,136,NA
3048,"APCL13_250",4.2,137,NA
3052,"APCL13_255",3.2,140,NA
3053,"APCL13_257",7,141,NA
3056,"APCL13_260",4.9,143,NA
3059,"APCL13_268",4.6,145,NA
3064,"APCL13_265",4.2,147,NA
3068,"APCL13_271",6.4,152,NA
3075,"APCL13_275",10.8,154,NA
3111,"APCL13_280",5.1,159,NA
3120,"APCL13_283",8.7,161,NA
3133,"APCL13_285",4.5,162,NA
3191,"APCL13_289",5.5,165,NA
3197,"APCL13_291",3.9,166,NA
3234,"APCL13_304",9.8,170,NA
3235,"APCL13_298",4.2,171,NA
3237,"APCL13_303",8.7,173,NA
3259,"APCL13_306",4,175,NA
3264,"APCL13_311",7.5,180,NA
3320,"APCL13_322",8.2,188,NA
3328,"APCL13_325",2.5,190,NA
3333,"APCL13_328",6.1,192,NA
3336,"APCL13_330",5.8,193,NA
3342,"APCL13_332",4.3,194,NA
3346,"APCL13_335",9.4,196,NA
3349,"APCL13_338",7.8,198,NA
3350,"APCL13_340",7.9,200,NA
3353,"APCL13_342",2.5,199,NA
3355,"APCL13_344",7.7,201,NA
3358,"APCL13_348",9.3,204,NA
3359,"APCL13_355",9.3,207,NA
3360,"APCL13_351",3.6,205,NA
3362,"APCL13_353",3.6,206,NA
3370,"APCL13_359",5.8,209,NA
3378,"APCL13_364",2.4,213,NA
3380,"APCL13_366",7.6,214,NA
3382,"APCL13_369",7.8,215,NA
3385,"APCL13_376",10.2,216,NA
3396,"APCL13_382",2.8,220,NA
3398,"APCL13_386",7.4,222,NA
3400,"APCL13_388",3.3,223,NA
3401,"APCL13_390",2.4,224,NA
3404,"APCL13_393",4.1,226,NA
3423,"APCL13_401",4,232,NA
3433,"APCL13_406",4.7,235,NA
3450,"APCL13_412",2.6,240,NA
3452,"APCL13_415",6.6,242,NA
3456,"APCL13_417",4.4,243,NA
3463,"APCL13_419",7.5,245,NA
3464,"APCL13_421",6.3,246,NA
3467,"APCL13_423",2.8,247,NA
3483,"APCL13_428",7.6,251,NA
3484,"APOC13_430",6.2,NA,NA
3496,"APCL13_434",3.5,252,NA
3499,"APCL13_438",6.2,253,NA
3503,"APCL13_442",2.7,254,NA
3504,"APCL13_445",3.1,255,NA
3506,"APCL13_447",5.1,256,NA
3510,"APCL13_451",2.8,257,NA
3511,"APCL13_453",2.4,258,NA
3515,"APCL13_457",4.8,260,NA
3519,"APCL13_462",9.7,NA,NA
3526,"APCL13_467",2.4,266,NA
3534,"APCL13_471",10.3,269,NA
3540,"APCL13_473",2.9,270,NA
3541,"APCL13_475",4.1,271,NA
3543,"APCL13_482",9.2,273,NA
3544,"APCL13_479",3.7,274,NA
3549,"APCL13_485",2.7,276,NA
3553,"APCL13_489",4.2,277,NA
3554,"APCL13_492",6.4,278,NA
3555,"APCL13_494",7.6,279,NA
3557,"APCL13_497",10.7,280,NA
3568,"APCL13_500",3.4,282,NA
3573,"APCL13_505",9.4,284,NA
3574,"APCL13_507",4.1,285,NA
3576,"APCL13_509",2.9,286,NA
3578,"APCL13_511",9.1,287,NA
3579,"APCL13_514",3.7,288,NA
3580,"APCL13_517",9.2,289,NA
3582,"APCL13_521",6.3,291,NA
3584,"APCL13_525",1.8,292,NA
3585,"APCL13_528",9,293,NA
3588,"APCL13_532",6.6,295,NA
3594,"APCL13_536",2.5,299,NA
3597,"APCL13_538",9.1,300,NA
3598,"APCL13_541",5.5,301,NA
3601,"APCL13_548",10.1,303,NA
3603,"APCL13_552",5.3,305,NA
3604,"APCL13_555",10.5,306,NA
3605,"APCL13_557",8,307,NA
3610,"APCL13_561",3.4,309,NA
3611,"APCL13_563",3.8,310,NA
3612,"APCL13_566",8.4,311,NA
3615,"APCL13_569",9.7,313,NA
3616,"APCL13_571",9.4,314,NA
3620,"APCL13_574",3.3,316,NA
3621,"APCL13_578",9.8,317,NA
3623,"APCL13_580",6.1,318,NA
3628,"APCL13_585",3.6,320,NA
3633,"APCL13_589",10.6,322,NA
3634,"APCL13_593",3.2,323,NA
3638,"APCL13_596",9.8,324,NA
3639,"APCL13_598",9.2,NA,NA
3641,"APCL13_601",5.3,326,NA
3646,"APCL13_604",7.2,329,NA
3707,"APCL13_624",4.8,346,NA
3712,"APCL13_629",3.6,350,NA
3716,"APCL13_633",2.5,351,NA
3717,"APCL13_635",10.8,352,NA
3736,"APCL13_645",2.6,359,NA
3758,"APCL13_652",8.8,NA,NA
3768,"APCL13_654",3.1,365,NA
3769,"APCL13_657",5.2,366,NA
3817,"APCL13_661",3.4,369,NA
3852,"APCL13_667",4.5,374,NA
2797,"APCL13_015",4.5,8,NA
2839,"APCL13_051",4.6,31,NA
2846,"APCL13_060",5.1,35,NA
2854,"APCL13_069",2.9,40,NA
2861,"APCL13_074",2.6,42,NA
2868,"APCL13_081",10.2,45,NA
2886,"APCL13_098",3.5,54,NA
2893,"APCL13_104",6.3,58,NA
2902,"APCL13_108",3.7,61,NA
2904,"APCL13_112",3.3,63,NA
2905,"APCL13_116",2.5,64,NA
2914,"APCL13_125",3.2,67,NA
2927,"APCL13_135",11.6,73,NA
2955,"APCL13_152",5.2,85,NA
2961,"APCL13_157",4.1,87,NA
2970,"APCL13_166",9.5,92,NA
2989,"APCL13_189",3.5,105,NA
2993,"APCL13_194",3.6,106,NA
3000,"APCL13_204",3.8,112,NA
3004,"APCL13_216",8.4,114,NA
3014,"APCL13_221",3,120,NA
3036,"APCL13_239",6.5,130,NA
3045,"APCL13_247",2.6,135,NA
3068,"APCL13_272",3.7,152,NA
3197,"APCL13_292",3,166,NA
3235,"APCL13_299",2.9,171,NA
3264,"APCL13_312",8.6,180,NA
3358,"APCL13_349",8.6,204,NA
3364,"APCL13_357",3,208,NA
3380,"APCL13_367",6.8,214,NA
3382,"APCL13_370",9.1,215,NA
3385,"APCL13_377",10.2,216,NA
3396,"APCL13_384",9,220,NA
3411,"APCL13_398",7.8,230,NA
3423,"APCL13_402",9.2,232,NA
3496,"APCL13_435",4.9,252,NA
3499,"APCL13_439",4,253,NA
3503,"APCL13_443",3.9,254,NA
3506,"APCL13_448",3.5,256,NA
3515,"APCL13_458",3.5,260,NA
3544,"APCL13_480",4.2,274,NA
3549,"APCL13_486",10.4,276,NA
3553,"APCL13_490",2.3,277,NA
3555,"APCL13_495",3,279,NA
3578,"APCL13_512",3,287,NA
3579,"APCL13_515",5.4,288,NA
3580,"APCL13_518",5.9,289,NA
3582,"APCL13_522",3.3,291,NA
3585,"APCL13_529",7.1,293,NA
3597,"APCL13_539",2.7,300,NA
3598,"APCL13_542",6.1,301,NA
3601,"APCL13_549",7.9,303,NA
3605,"APCL13_558",3.7,307,NA
3611,"APCL13_564",5,310,NA
3620,"APCL13_575",5,316,NA
3623,"APCL13_581",3.3,318,NA
3628,"APCL13_586",2.5,320,NA
3633,"APCL13_590",6.5,322,NA
3634,"APCL13_594",8.8,323,NA
3639,"APCL13_599",8.6,NA,NA
3646,"APCL13_605",5.6,329,NA
3712,"APCL13_630",8.9,350,NA
3768,"APCL13_655",4.1,365,NA
2839,"APCL13_052",3.9,31,NA
2846,"APCL13_059",8,35,NA
2861,"APCL13_075",4,42,NA
2904,"APCL13_113",4.3,63,NA
2955,"APCL13_153",3,85,NA
2961,"APCL13_158",7.2,87,NA
2993,"APCL13_195",5.7,106,NA
3235,"APCL13_300",3.4,171,NA
3264,"APCL13_314",9.8,180,NA
3382,"APCL13_371",2.7,215,NA
3496,"APCL13_436",9.4,252,NA
3499,"APCL13_440",2.6,253,NA
3506,"APCL13_449",4.5,256,NA
3544,"APCL13_481",6.1,274,NA
3549,"APCL13_487",6.7,276,NA
3582,"APCL13_523",9.2,291,NA
3598,"APCL13_543",3.9,301,NA
3623,"APCL13_582",2.5,318,NA
3633,"APCL13_591",7.3,322,NA
2961,"APCL13_159",7.5,87,NA
3382,"APCL13_372",5.7,215,NA
3584,"APCL13_526",7.5,292,NA
3382,"APCL13_373",6.3,215,NA
3382,"APCL13_374",5.2,215,NA
3862,"APCL12_006",7.6,NA,NA
3863,"APCL12_011",10.6,NA,NA
3865,"APCL12_018",8.6,NA,NA
3867,"APCL12_013",8.2,NA,NA
3870,"APCL12_012",10,NA,NA
3871,"APCL12_007",10.8,NA,NA
3872,"APCL12_003",9.2,NA,NA
3874,"APCL12_004",9,NA,NA
3877,"APCL12_014",9.1,NA,NA
3882,"APCL12_028",11,NA,NA
3883,"APCL12_022",10.6,NA,NA
3884,"APCL12_021",9.7,NA,NA
3886,"APCL12_027",10.6,NA,NA
3887,"APCL12_026",11.5,NA,NA
3888,"APCL12_025",8.6,NA,NA
3890,"APCL12_032",10.4,NA,NA
3891,"APCL12_034",8.9,NA,NA
3892,"APCL12_035",9.3,NA,NA
3893,"APCL12_037",9.1,NA,NA
3894,"APCL12_038",9.6,NA,NA
3895,"APCL12_040",10.9,NA,NA
3896,"APCL12_042",10,NA,NA
3897,"APCL12_045",8.7,NA,NA
3898,"APCL12_047",8.1,NA,NA
3899,"APCL12_049",9.4,NA,NA
3900,"APCL12_050",9.6,NA,NA
3901,"APCL12_052",8.5,NA,NA
3909,"APCL12_061",4.8,NA,NA
3912,"APCL12_056",5.7,NA,NA
3913,"APCL12_060",9,NA,NA
3915,"APCL12_062",7.1,NA,NA
3924,"APCL12_057",3.1,NA,NA
3925,"APCL12_054",9.2,NA,NA
3931,"APCL12_056",10.3,NA,NA
3933,"APCL12_069",9.4,NA,NA
3936,"APCL12_077",8,NA,NA
3942,"APCL12_079",6.1,NA,NA
3945,"APCL12_080",4.7,NA,NA
3947,"APCL12_064",10.1,NA,NA
3951,"APCL12_075",10.1,NA,NA
3961,"APCL12_072",3.7,NA,NA
3973,"APCL12_086",6.6,NA,NA
3975,"APCL12_082",9.1,NA,NA
3977,"APCL12_088",9.1,NA,NA
3979,"APCL12_087",10.7,NA,NA
3982,"APCL12_085",9.7,NA,NA
3984,"APCL12_095",9.8,NA,NA
3985,"APCL12_094",5.4,NA,NA
3990,"APCL12_091",6.1,NA,NA
4000,"APCL12_097",9.7,NA,NA
4010,"APCL12_092",9.1,NA,NA
4021,"APCL12_104",10.1,NA,NA
4033,"APCL12_106",8.3,NA,NA
4039,"APCL12_107",7.8,NA,NA
4042,"APCL12_105",9.6,NA,NA
4049,"APCL12_100",6.4,NA,NA
4051,"APCL12_108",8.6,NA,NA
4053,"APCL12_116",6.3,NA,NA
4055,"APCL12_112",3.8,NA,NA
4063,"APCL12_114",5,NA,NA
4067,"APCL12_117",9,NA,NA
4070,"APCL12_110",7.5,NA,NA
4073,"APCL12_109",8,NA,NA
4074,"APCL12_115",4.8,NA,NA
4077,"APCL12_111",7.8,NA,NA
4080,"APCL12_118",7.1,NA,NA
4084,"APCL12_120",6.6,NA,NA
4088,"APCL12_124",4.1,NA,NA
4093,"APCL12_125",10.3,NA,NA
4097,"APCL12_123",4.3,NA,NA
4100,"APCL12_121",7.5,NA,NA
4109,"APCL12_119",5.3,NA,NA
4116,"APCL12_126",4.9,NA,NA
4126,"APCL12_128",5.4,NA,NA
4127,"APCL12_129",6.4,NA,NA
4128,"APCL12_130",8.6,NA,NA
4130,"APCL12_132",9.1,NA,NA
4135,"APCL12_135",7.2,NA,NA
4136,"APCL12_138",11.8,NA,NA
4137,"APCL12_140",9,NA,NA
4139,"APCL12_142",8.2,NA,NA
4141,"APCL12_144",9.3,NA,NA
4142,"APCL12_146",10.2,NA,NA
4143,"APCL12_151",6.2,NA,NA
4144,"APCL12_154",9.3,NA,NA
4148,"APCL12_161",9,NA,NA
4149,"APCL12_155",6.3,NA,NA
4151,"APCL12_165",9.7,NA,NA
4152,"APCL12_172",9.4,NA,NA
4154,"APCL12_166",4.5,NA,NA
4155,"APCL12_167",5.6,NA,NA
4156,"APCL12_168",5.1,NA,NA
4157,"APCL12_169",5.9,NA,NA
4160,"APCL12_170",10.1,NA,NA
4162,"APCL12_173",4,NA,NA
4164,"APCL12_174",7.7,NA,NA
4171,"APCL12_177",9.4,NA,NA
4174,"APCL12_179",8.5,NA,NA
4176,"APCL12_180",3.2,NA,NA
4177,"APCL12_181",3.1,NA,NA
4178,"APCL12_183",7.8,NA,NA
4182,"APCL12_187",5.3,NA,NA
4183,"APCL12_185",6.5,NA,NA
4187,"APCL12_188",4.1,NA,NA
4188,"APCL12_189",4.4,NA,NA
4189,"APCL12_192",7.4,NA,NA
4192,"APCL12_193",5.5,NA,NA
4194,"APCL12_195",4.3,NA,NA
4195,"APCL12_196",5.6,NA,NA
4196,"APCL12_197",8.8,NA,NA
4197,"APCL12_199",5.6,NA,NA
4198,"APCL12_200",5.8,NA,NA
4199,"APCL12_202",4.5,NA,NA
4200,"APCL12_203",5.2,NA,NA
4202,"APCL12_204",5,NA,NA
4205,"APCL12_205",5.7,NA,NA
4206,"APCL12_206",4.2,NA,NA
4209,"APCL12_207",3.8,NA,NA
4210,"APCL12_209",6.4,NA,NA
4212,"APCL12_212",5.8,NA,NA
4213,"APCL12_213",4.4,NA,NA
4215,"APCL12_214",4,NA,NA
4216,"APCL12_215",7.5,NA,NA
4217,"APCL12_217",4.4,NA,NA
4218,"APCL12_218",6.6,NA,NA
4221,"APCL12_222",3.6,NA,NA
